specimenID       plantName        totalHeight (cm) totalWidth (cm)  stemNumbers      flowerColoer     petalNumbers    
1001             Maple            6                162.76           232.76          
specimenID       plantName        totalHeight (cm) totalWidth (cm)  stemNumbers      flowerColoer     petalNumbers    
1004             Rose             6                101.66           139.66           red              5               

stemID           locationX        locationY        stemLength       radians         
96               0.00             0.00             40.00            90.00           
97               0.00             40.00            35.00            120.00          
98               0.00             40.00            35.00            60.00           
99               28.50            60.32            30.00            150.00          
100              28.50            60.32            30.00            90.00           
101              -33.33           29.33            30.00            90.00           
102              -33.33           29.33            30.00            30.00           
103              49.47            38.88            25.00            180.00          
104              49.47            38.88            25.00            120.00          
105              15.05            87.14            25.00            120.00          
106              15.05            87.14            25.00            60.00           
107              -46.78           56.15            25.00            120.00          
108              -46.78           56.15            25.00            60.00           
109              -28.71           0.00             25.00            60.00           
110              -28.71           0.00             25.00            0.00            
111              34.51            18.85            20.00            210.00          
112              34.51            18.85            20.00            150.00          
113              69.83            53.39            20.00            150.00          
114              69.83            53.39            20.00            90.00           
115              35.41            101.66           20.00            150.00          
116              35.41            101.66           20.00            90.00           
117              -8.76            79.52            20.00            90.00           
118              -8.76            79.52            20.00            30.00           
119              -26.42           70.67            20.00            150.00          
120              -26.42           70.67            20.00            90.00           
121              -70.59           48.53            20.00            90.00           
122              -70.59           48.53            20.00            30.00           
123              -52.52           0.00             20.00            90.00           
124              -52.52           0.00             20.00            30.00           
125              -3.71            0.00             20.00            30.00           
126              -3.71            0.00             20.00            -30.00          
127              16.83            28.20            15.00            240.00          

The total number of stems is:16
flowerID         locationX        locationY        color            petalNumbers    
0                34.51            18.85            red              5               
1                69.83            53.39            red              5               
2                69.83            53.39            red              5               
3                35.41            101.66           red              5               
4                35.41            101.66           red              5               
5                -8.76            79.52            red              5               
6                -8.76            79.52            red              5               
7                -26.42           70.67            red              5               
8                -26.42           70.67            red              5               
9                -70.59           48.53            red              5               
10               -70.59           48.53            red              5               
11               -52.52           0.00             red              5               
12               -52.52           0.00             red              5               
13               -3.71            0.00             red              5               
14               -3.71            0.00             red              5               
15               16.83            28.20            red              5               

---------------------------------------------------------------------------------------------------------
specimenID       plantName        totalHeight (cm) totalWidth (cm)  stemNumbers      flowerColoer     petalNumbers    
1005             Tulip            6                101.66           139.66           yellow           4               

stemID           locationX        locationY        stemLength       radians         
128              0.00             0.00             40.00            90.00           
129              0.00             40.00            35.00            120.00          
130              0.00             40.00            35.00            60.00           
131              28.50            60.32            30.00            150.00          
132              28.50            60.32            30.00            90.00           
133              -33.33           29.33            30.00            90.00           
134              -33.33           29.33            30.00            30.00           
135              49.47            38.88            25.00            180.00          
136              49.47            38.88            25.00            120.00          
137              15.05            87.14            25.00            120.00          
138              15.05            87.14            25.00            60.00           
139              -46.78           56.15            25.00            120.00          
140              -46.78           56.15            25.00            60.00           
141              -28.71           0.00             25.00            60.00           
142              -28.71           0.00             25.00            0.00            
143              34.51            18.85            20.00            210.00          
144              34.51            18.85            20.00            150.00          
145              69.83            53.39            20.00            150.00          
146              69.83            53.39            20.00            90.00           
147              35.41            101.66           20.00            150.00          
148              35.41            101.66           20.00            90.00           
149              -8.76            79.52            20.00            90.00           
150              -8.76            79.52            20.00            30.00           
151              -26.42           70.67            20.00            150.00          
152              -26.42           70.67            20.00            90.00           
153              -70.59           48.53            20.00            90.00           
154              -70.59           48.53            20.00            30.00           
155              -52.52           0.00             20.00            90.00           
156              -52.52           0.00             20.00            30.00           
157              -3.71            0.00             20.00            30.00           
158              -3.71            0.00             20.00            -30.00          
159              16.83            28.20            15.00            240.00          

The total number of stems is:16
flowerID         locationX        locationY        color            petalNumbers    
16               34.51            18.85            yellow           4               
17               69.83            53.39            yellow           4               
18               69.83            53.39            yellow           4               
19               35.41            101.66           yellow           4               
20               35.41            101.66           yellow           4               
21               -8.76            79.52            yellow           4               
22               -8.76            79.52            yellow           4               
23               -26.42           70.67            yellow           4               
24               -26.42           70.67            yellow           4               
25               -70.59           48.53            yellow           4               
26               -70.59           48.53            yellow           4               
27               -52.52           0.00             yellow           4               
28               -52.52           0.00             yellow           4               
29               -3.71            0.00             yellow           4               
30               -3.71            0.00             yellow           4               
31               16.83            28.20            yellow           4               

---------------------------------------------------------------------------------------------------------
specimenID       plantName        totalHeight (cm) totalWidth (cm)  stemNumbers      flowerColoer     petalNumbers    
1006             Lily             6                113.25           133.90           white            6               

stemID           locationX        locationY        stemLength       radians         
160              0.00             0.00             40.00            90.00           
161              0.00             40.00            35.00            110.00          
162              0.00             40.00            35.00            70.00           
163              -34.97           38.45            30.00            130.00          
164              -34.97           38.45            30.00            90.00           
165              22.17            67.09            30.00            90.00           
166              22.17            67.09            30.00            50.00           
167              -45.98           10.55            25.00            150.00          
168              -45.98           10.55            25.00            110.00          
169              -48.41           65.27            25.00            110.00          
170              -48.41           65.27            25.00            70.00           
171              8.72             93.91            25.00            110.00          
172              8.72             93.91            25.00            70.00           
173              51.12            59.21            25.00            70.00           
174              51.12            59.21            25.00            30.00           
175              -28.50           0.00             20.00            170.00          
176              -28.50           0.00             20.00            130.00          
177              -70.96           9.44             20.00            130.00          
178              -70.96           9.44             20.00            90.00           
179              -73.38           64.17            20.00            130.00          
180              -73.38           64.17            20.00            90.00           
181              -32.57           84.62            20.00            90.00           
182              -32.57           84.62            20.00            50.00           
183              -16.25           92.80            20.00            130.00          
184              -16.25           92.80            20.00            90.00           
185              24.56            113.25           20.00            90.00           
186              24.56            113.25           20.00            50.00           
187              66.95            78.56            20.00            90.00           
188              66.95            78.56            20.00            50.00           
189              54.97            34.51            20.00            50.00           
190              54.97            34.51            20.00            10.00           
191              -9.74            6.93             15.00            190.00          

The total number of stems is:16
flowerID         locationX        locationY        color            petalNumbers    
32               -28.50           0.00             white            6               
33               -70.96           9.44             white            6               
34               -70.96           9.44             white            6               
35               -73.38           64.17            white            6               
36               -73.38           64.17            white            6               
37               -32.57           84.62            white            6               
38               -32.57           84.62            white            6               
39               -16.25           92.80            white            6               
40               -16.25           92.80            white            6               
41               24.56            113.25           white            6               
42               24.56            113.25           white            6               
43               66.95            78.56            white            6               
44               66.95            78.56            white            6               
45               54.97            34.51            white            6               
46               54.97            34.51            white            6               
47               -9.74            6.93             white            6               

---------------------------------------------------------------------------------------------------------
